Transcript,Actual_Label,Predicted_Label,Phishing_Score(%),Is_Correct
"고객님 안녕하십니까. 금융감독원 이상금융거래 감시부서입니다.
오늘 오전 9시 17분경, 고객님 명의로 된 계좌에서 필리핀 마닐라 소재 계좌로 고액 송금 시도가 있었습니다.
이 거래는 고객님의 평소 패턴과 일치하지 않아 시스템에서 자동으로 이상 거래로 차단됐으며, 현재 조사 중에 있습니다.
고객님의 명의가 도용되었을 가능성이 높으며, 금융사기 피해를 방지하기 위해 긴급 보안 조치를 진행해야 합니다.
모든 절차는 검찰과 공유되며, 진술 자료로 활용될 수 있습니다.",피싱,피싱,100.0%,O
"여보세요. 서울지검 형사2부 강재윤 수사관입니다.
현재 고객님 이름으로 된 계좌가 마약 밀매 조직의 자금세탁 통로로 이용되었다는 첩보가 입수되어 정식 수사 중입니다.
직접 사용한 적이 없다면 타인에게 명의를 도용당한 것으로 의심되며, 피해자로 인정받기 위해서는 진술이 필요합니다.
진술을 거부하거나 통화 연결을 종료할 경우, 불이익이 발생할 수 있음을 사전 고지드립니다.
지금부터 조사 절차를 안내해드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님, 한국인터넷진흥원 사이버보안센터입니다.
최근 고객님의 휴대폰에서 외부 악성 IP에 다수 접속 시도가 확인되어, 개인정보 유출 위험이 매우 높은 상태입니다.
이미 고객님 성함으로 해외 SNS 계정 및 인터넷 뱅킹이 무단 생성된 사례도 발견되었습니다.
이러한 경우, 금융사기뿐 아니라 사이버 범죄 연루 위험도 크기 때문에 빠른 조치가 필요합니다.
지금부터 본인 확인과 긴급 보안 조치를 안내드리겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 서울경찰청 형사과 김상훈 형사입니다.
현재 진행 중인 금융사기 사건에 고객님의 계좌정보가 포함되어 있다는 진술이 확보되어, 본인 확인 차 연락드렸습니다.
이 사건은 계좌 대여와 관련된 대규모 조직 범죄이며, 실제로 고객님의 이름으로 피해금이 인출된 정황도 있습니다.
본인이 사용한 적이 없다면 피해자로서 보호 절차를 받기 위한 간단한 진술이 필요합니다.
고객님께서 수사에 협조해주시면 법적 책임은 발생하지 않습니다.",피싱,피싱,100.0%,O
"여보세요 고객님.
지금 고객님의 계좌가 압수수색 대상이 된 사건과 연루되어 있다는 보고가 접수되었습니다.
서울지검 마약범죄수사부에서 확인된 바로는, 본인 계좌에서 지난달 20일경 다수의 고액 입출금이 있었고, 이 거래가 수사 중인 사건과 일치합니다.
아직 혐의가 확정된 것이 아니므로, 지금 이 통화를 통해 진술 의사를 밝히시면 조사에서 제외되실 수 있습니다.
간단한 본인확인 절차 이후 담당 검사님께 연결해드리겠습니다.",피싱,피싱,100.0%,O
"네 고객님 안녕하세요.
저희는 금융감독원 금융사고 예방팀입니다.
최근 타 금융기관에서 고객님 명의로 다수의 대출 시도가 있었고, 이 중 일부는 승인 직전까지 진행되었습니다.
해당 건들은 전부 IP 추적 결과 중국 IP로부터 시도된 것이 확인되어 명의도용 가능성이 매우 높습니다.
지금 조치를 취하지 않으면 실제 피해가 발생할 수 있기 때문에, 긴급 보안계좌 등록이 필요합니다.
도움 드릴 수 있도록 안내드리겠습니다.",피싱,피싱,100.0%,O
"여보세요 고객님.
지금 이 통화는 검찰청 정식 절차에 따라 녹음되고 있으며, 향후 수사자료로 활용될 수 있습니다.
고객님의 계좌가 최근 대포통장으로 사용된 정황이 있으며, 피의자 진술서에 고객님의 이름과 연락처가 포함되어 있습니다.
본인이 직접 사용한 계좌가 아니라면, 이 자리에서 바로 피해자 진술을 남기셔야 혐의에서 제외될 수 있습니다.
본인 확인 절차부터 시작하겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 저는 서울남부지검 범죄수익환수부 수사관입니다.
현재 고객님 명의 계좌를 통해 총 3천만원 상당의 불법 도박 자금이 유통된 정황이 있으며, 이는 현재 수사 중인 사건과 직결되어 있습니다.
이런 상황에서는 본인의 직접적인 연관 여부를 수사기관에 소명하는 절차가 필요합니다.
지금 진술 의사를 밝혀주시고, 정확한 계좌 사용 이력을 알려주시면 불이익 없이 수사가 마무리될 수 있습니다.
지금부터 절차 안내드리겠습니다.",피싱,피싱,100.0%,O
"여보세요, 고객님. 서울서부지방경찰청 사이버수사대입니다.
현재 본인 명의로 개설된 계좌가 조직적 범죄 자금의 유통 수단으로 사용된 정황이 확인되어 긴급 연락을 드립니다.
특히 최근 3일간 고객님의 계좌로부터 다수의 소액 분할 송금이 발생했으며, 이는 보이스피싱 조직의 특성과 일치합니다.
고객님이 이를 인지하지 못하셨다면 명의도용 피해일 수 있으며, 지금 바로 피해자 진술을 통해 수사대상에서 제외되실 수 있습니다.
지금부터 본인 확인 절차를 안내해드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님, 금융감독원 본원 감사실입니다.
오늘 오전, 고객님의 이름으로 허위 소득 증빙서류가 대출심사에 제출된 사실이 확인되어 연락드렸습니다.
이러한 경우 실제 고객님 명의가 범죄에 악용되고 있을 가능성이 높고, 고의가 아니어도 형사 처벌 대상이 될 수 있습니다.
다만 고객님께서 명확히 진술을 하시면 피해자로 전환되어 처벌은 면하실 수 있으며, 보안상 안전조치도 도와드릴 수 있습니다.
조금만 협조해주시면 빠르게 조치할 수 있습니다.",피싱,피싱,100.0%,O
"네, 고객님. 여기는 서울고등검찰청 디지털수사팀입니다.
고객님 성함으로 다수의 계좌가 개설되어 있으며, 이 중 1개 이상이 해외 금융사기로 사용된 사실이 확인되었습니다.
현재 이 건은 국제공조 수사건으로서 외국 수사기관과의 연동 시스템을 통해 실시간 추적 중이며, 본인의 진술이 매우 중요한 상황입니다.
본인 명의가 무단 도용되었을 가능성이 크기 때문에, 피해자 보호조치 신청을 위해 계좌 동결 및 안전계좌 발급이 우선되어야 합니다.
절차를 지금부터 안내드리겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하십니까. 서울중앙지검 경제범죄수사과 수사관 이도윤입니다.
현재 본인의 성함이 포함된 금융사기 사건에서 핵심 증인으로 지정되어 있습니다.
특히 문제가 되는 부분은 고객님 계좌를 통해 지난달 고액의 금액이 유입되고 이체된 기록이 있다는 점입니다.
본인의 사용이 아니라면 지금이라도 피해자임을 입증하는 진술을 남기셔야 하며, 그렇지 않으면 피의자 신분으로 전환될 수 있습니다.
지금부터 간단한 확인 절차를 진행하겠습니다.",피싱,피싱,100.0%,O
"여보세요 고객님, 저는 한국정보보호원 디지털피해예방팀입니다.
최근 고객님의 스마트폰에서 악성 앱 설치가 감지되었으며, 이 앱이 금융정보와 연락처를 무단 수집하는 기능을 포함하고 있습니다.
이로 인해 고객님 명의로 된 가상계좌 개설과 인증서 탈취 시도가 다수 발생했습니다.
현재 해당 정보는 보이스피싱 범죄조직에 의해 활용될 가능성이 높으며, 즉각적인 계좌보호 조치가 필요합니다.
잠시 시간 괜찮으시면 보안 해지 요청서와 보호계좌 이관 절차를 도와드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요. 금융감독원 산하 불법대출사기 대응센터입니다.
현재 고객님 이름으로 비인가 대부업체에서 3천만 원 규모의 대출 신청이 들어와 있는 상태입니다.
해당 업체는 자금세탁 및 고금리 사기로 이미 수차례 제재를 받은 불법업체이며, 고객님은 현재 피해자 신분으로 조사 중입니다.
보다 정확한 사실 확인을 위해 고객님의 명의 사용 여부를 확인하고, 이를 바탕으로 경찰청에 피해신고를 접수할 수 있도록 절차를 안내드리겠습니다.
본인확인을 위해 신분정보와 계좌 이체내역 확인이 필요합니다.",피싱,피싱,100.0%,O
"여보세요 고객님. 검찰청 특별수사본부입니다.
현재 고객님 계좌가 특정 피의자 계좌로부터 직접적인 송금을 받은 사실이 있으며, 이는 현재 수사 중인 사기 사건과 직접 관련이 있습니다.
피의자 진술에 따르면 고객님과 통화를 통해 계좌정보를 전달받았다는 내용이 포함되어 있습니다.
해당 진술이 허위인지 진위 여부를 밝히기 위해 고객님의 직접적인 진술이 필요한 상황입니다.
거짓 진술 시 처벌받을 수 있음을 안내드리며, 지금부터 사실관계를 확인하겠습니다.",피싱,피싱,100.0%,O
"고객님, 금융감독원 부정거래조사국입니다.
현재 금융기관과 협조 하에 고객님의 전자지갑과 인터넷뱅킹 이용 이력을 분석한 결과, 본인이 사용하지 않은 거래가 확인되었습니다.
해당 거래는 범죄자금 유통에 사용된 것으로 의심되며, 고객님 명의 보호를 위해 긴급한 차단 조치가 필요합니다.
이 절차는 고객님의 동의 하에만 가능하며, 즉시 시작하지 않으면 더 큰 금융 피해로 이어질 수 있습니다.
본인확인을 위해 본인 명의 계좌번호 및 예금 내역을 확인하겠습니다.",피싱,피싱,100.0%,O
"여보세요 고객님.
저희는 경찰청 민원실 사이버 사기 대응반입니다.
현재 고객님의 휴대폰 번호로 다수의 피해자에게 보이스피싱 연락이 이루어졌다는 신고가 접수되었습니다.
고객님이 직접 사용한 적 없는 번호라면 통신사 명의 도용일 가능성이 높으며, 관련 내역을 확인해드릴 필요가 있습니다.
이런 경우 피해자 등록을 통해 민·형사 책임을 면할 수 있으므로, 지금부터 절차를 안내드리겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 서울중앙지검 형사3부 소속 김태은 검사입니다.
현재 고객님의 은행 계좌에서 수차례 동일 수취인에게 송금된 기록이 확인되었고, 그 수취인이 현재 보이스피싱 혐의로 구속 중입니다.
고객님이 송금한 의도가 명확하지 않을 경우 공범으로 간주될 수 있으며, 본인의 직접 진술이 요구됩니다.
지금 이 통화는 검찰청 공식 녹취 절차에 따라 기록되고 있으며, 수사자료로 활용됩니다.
빠른 시간 내에 진술을 마쳐야 불이익을 피하실 수 있습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 금융감독원 특별조사팀 박시연 대리입니다.
최근 은행권 통합 조회 시스템을 통해 고객님의 계좌에 비정상적인 반복 입출금 거래가 확인되었고, 이는 사기 계좌의 특성과 유사합니다.
또한 고객님의 명의가 동일 시간대에 여러 지역에서 인증에 사용된 기록이 있어 명의도용 피해가 우려되는 상황입니다.
해당 내용은 검찰에도 이미 공유되었으며, 고객님의 의사를 확인하여 수사 대상에서 제외할 수 있는 마지막 절차입니다.
지금부터 안전계좌 이관 절차를 안내해드리겠습니다.",피싱,피싱,100.0%,O
"여보세요 고객님. 경찰청 금융범죄대응과입니다.
현재 본인 명의로 진행된 고액 대출 건이 사기 수법으로 진행되었으며, 이 과정에서 고객님의 주민등록번호와 통신사가 함께 노출된 사실이 확인되었습니다.
이러한 유형은 타인이 고객님의 명의를 도용해 계좌를 개설하고 대출을 실행하는 전형적인 조직형 금융사기 수법입니다.
수사기관과의 협조를 통해 지금이라도 진술 및 피해자 등록을 마치면 향후 불이익을 피할 수 있습니다.
지금부터 피해자 확인서를 작성하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요. 고객님은 현재 서울남부지방법원 민사20단독부에서 진행 중인 사건의 피고로 등록되어 있습니다.
해당 사건은 허위 금전대차 계약에 따른 채무 불이행 소송으로, 고객님 명의의 계좌가 주된 증거자료로 제출되었습니다.
고객님께서 이와 관련된 내용을 모르고 계셨다면, 명의도용 가능성이 크며 이에 따라 조사에서 제외되실 수 있습니다.
피해자 진술서를 작성하고 추가 조치를 위해 지금 담당 조사관과의 연결을 진행하겠습니다.",피싱,피싱,100.0%,O
"여보세요. 서울동부지방검찰청 수사관 김도형입니다.
최근 고객님 명의의 계좌에서 이체된 자금이 외국계 온라인 도박사이트에서 사용된 정황이 확인되어, 국제공조 수사에 포함되었습니다.
본인이 해당 계좌를 직접 사용하지 않았다고 말씀하신다면, 그 진술을 검찰 조사 기록에 남기셔야 합니다.
이 절차는 구두로 진행되며, 실시간 녹취를 통해 담당 검사에게 전달됩니다.
간단한 본인 확인부터 시작하겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 국세청 조세범칙조사과입니다.
지금 고객님의 이름으로 허위 세금 환급 신청이 접수되었으며, 관련 계좌 정보가 실제 고객님의 것으로 확인되어 긴급히 연락을 드리게 되었습니다.
해당 건은 조세범 처벌법 위반으로도 이어질 수 있기 때문에, 본인이 사용한 것이 아니라면 반드시 진술을 남겨 피해자 소명을 하셔야 합니다.
지금부터 간단한 진술 접수 절차를 진행하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님. 한국금융보호원 비상대응센터입니다.
현재 본인 명의 계좌에 대해 타인의 반복된 로그인 시도가 발생했으며, 그 중 일부는 해외에서 감지된 것으로 나타났습니다.
이러한 경우 해당 계좌가 보이스피싱 범죄에 사용될 가능성이 매우 높고, 실제로 연관 계좌에서 피해금 출금 사례도 발생한 바 있습니다.
긴급조치를 통해 계좌를 안전하게 보호할 수 있으며, 이 절차는 본인 확인 후 즉시 진행됩니다.
본인인증 절차를 안내드릴 테니 잠시만 기다려 주세요.",피싱,피싱,100.0%,O
"여보세요. 고객님, 대검찰청 금융범죄통합수사부 이강현 조사관입니다.
현재 진행 중인 계좌 세탁 조직 사건에서 고객님의 계좌가 3회 이상 사용된 내역이 확보되어 있습니다.
본인이 개입되지 않았더라도 계좌 대여 혹은 인증서 제공이 있었다면, 형사 책임에서 자유로울 수 없습니다.
하지만 지금 이 통화에서 피해 사실을 밝히고 진술서를 제출하면, 수사 대상에서 제외될 수 있습니다.
지금부터 몇 가지 질문을 드리겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요. 이 통화는 금융감독원 사이버대응센터에서 공식적으로 녹취되고 있으며, 향후 금융사고 예방을 위한 자료로 활용됩니다.
현재 고객님이 사용 중인 스마트폰 기기에서 악성 애플리케이션 감염이 확인되었으며, 이를 통해 계좌정보가 제3자에게 전송된 정황이 있습니다.
고객님의 피해를 방지하기 위해서는 금융거래 중단 요청 및 임시계좌 발급 절차가 필요합니다.
해당 절차는 본인 인증 이후 담당 담당관을 통해 진행됩니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님. 저희는 대법원 형사조정국에서 공식적으로 사건 관리 중인 박성빈 조사관입니다.
최근 본인 명의로 발생한 형사 사건이 조정 절차 없이 고소로 전환되었고, 이에 따라 출석 요구서가 발송된 상태입니다.
해당 내용은 고객님의 계좌가 명의도용되어 보이스피싱 조직에 사용된 사건이며, 빠른 시일 내에 진술을 하지 않으면 정식 기소로 이어질 수 있습니다.
본인확인을 마친 후 바로 조정 담당자와의 연결을 도와드리겠습니다.",피싱,피싱,100.0%,O
"여보세요. 서울지방경찰청 디지털범죄수사과 수사관 한정훈입니다.
현재 고객님의 스마트폰이 통신사기 범죄에 사용된 정황이 포착되어, 본인확인을 위해 긴급 연락드렸습니다.
특히 고객님의 번호로 다수의 피해자에게 송금 유도 메시지가 발송된 기록이 있어, 휴대폰 명의 도용 가능성이 높습니다.
피해자 등록 및 통신자료 제출을 통해 수사에서 제외되기 위해서는 본인의 진술이 필수적입니다.
지금부터 인증 절차를 진행하겠습니다.",피싱,피싱,100.0%,O
"여보세요, 고객님. 여기는 경찰청 형사과 사이버수사팀입니다.
오늘 오전, 고객님 명의로 된 계좌에서 해외 불법 웹사이트로 자금이 이체된 정황이 포착되었습니다.
이 계좌는 현재 보이스피싱 조직에서 사용된 것으로 강하게 의심되고 있으며, 고객님의 주민번호와 계좌번호가 포함된 진술서도 확보된 상태입니다.
지금 이 자리에서 본인 여부를 확인하지 않으면 해당 건은 공범으로 간주되어 수사가 진행됩니다.
본인 보호를 위한 절차를 지금부터 안내드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요. 금융감독원 불법금융대응반입니다.
고객님 성함으로 2건의 불법 대부업 대출 시도가 있었고, 이 중 1건은 이미 실행되어 2,300만 원이 계좌에 입금된 상태로 확인되었습니다.
본인의 거래가 아니라면 이는 명의 도용일 가능성이 매우 크고, 해당 금액이 자금세탁에 연루되었을 경우 형사상 책임이 발생할 수 있습니다.
이런 상황에서 고객님이 피해자임을 입증하려면 반드시 공식 진술이 필요합니다.
본인 인증 절차부터 시작하겠습니다.",피싱,피싱,100.0%,O
"고객님, 안녕하십니까.
저는 서울중앙지검 사기범죄전담부 윤지호 수사관입니다.
현재 고객님 계좌의 거래 내역 중 일부가, 수사 중인 보이스피싱 조직의 수금 계좌와 거래한 사실이 확인되었습니다.
본인이 직접 개입하지 않으셨다면, 지금 이 통화에서 피해 사실을 소명하셔야 수사대상에서 제외될 수 있습니다.
해당 진술은 검찰 공식 기록으로 남으며, 책임 회피의 중요한 근거가 됩니다.
진술 절차를 지금부터 진행하겠습니다.",피싱,피싱,100.0%,O
"여보세요, 고객님. 한국인터넷진흥원 침해대응센터입니다.
고객님의 아이핀 인증 정보가 중국발 IP로 인증된 사실이 있어, 본인 명의 계좌가 다수 개설된 정황이 확인되었습니다.
이 과정에서 고객님의 금융기관 연동 서비스가 해킹되어, 추가 피해가 발생할 위험이 높습니다.
지금 즉시 보안 해제와 계좌 보호 절차를 진행하지 않으면 해당 계좌들이 범죄에 악용될 수 있습니다.
지금부터 본인 확인 절차를 안내드릴 테니 잠시만 기다려주세요.",피싱,피싱,100.0%,O
"고객님, 안녕하세요.
서울중앙지법 등기과에서 연락드립니다.
최근 본인 주소로 송달된 지급명령서가 수취인 불명으로 반송되었으며, 이 사건은 불법 대출 계약과 연관되어 있습니다.
해당 명령서는 고객님의 계좌에 입금된 사기 자금 반환 청구와 관련된 것으로, 무응답 시 가압류 조치가 진행될 수 있습니다.
지금 상황에서 사실관계에 대한 진술이 없다면 민사 절차 외에 형사 수사도 병행될 수 있습니다.
사실 확인을 위해 본인 여부를 확인하겠습니다.",피싱,피싱,100.0%,O
"네 고객님, 금융감독원 전산보안실입니다.
현재 고객님의 공인인증서가 외부에서 반복적으로 복호화 시도되고 있으며, 이는 악성 프로그램 감염에 따른 위협으로 분석됩니다.
이런 경우 고객님의 인터넷뱅킹, 대출, 간편결제 서비스 모두 위험할 수 있으며, 즉시 긴급 보안조치가 필요합니다.
고객님의 불편을 최소화하기 위해, 일시적으로 계좌 접근 제한 및 인증서 회수를 도와드리겠습니다.
절차를 안내드릴게요.",피싱,피싱,100.0%,O
"여보세요. 서울지방경찰청 마약범죄수사대 수사관 조민수입니다.
현재 고객님의 명의가 사용된 계좌가 수사 중인 마약 판매조직의 거래 흐름에서 발견되었습니다.
본인이 개입하지 않았더라도, 계좌 대여나 인증서 제공 등이 있었다면 처벌 대상이 될 수 있습니다.
하지만 수사기관에 협조하고 진술을 남기신다면, 피해자로서 처리될 수 있는 길이 열려 있습니다.
조사 참여 여부를 지금 확인하고자 연락드렸습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요.
검찰청 디지털조사부 황진영 수사관입니다.
현재 보이스피싱 조직의 수금계좌 6개가 차단 조치되었고, 그 중 1개가 고객님의 명의로 개설된 사실이 확인되었습니다.
해당 계좌를 직접 개설하지 않으셨다면, 이는 전형적인 명의 도용 사례이며 피해자 보호 조치를 통해 법적 책임을 면할 수 있습니다.
다만 정식 수사기록을 위해 지금 이 통화에서 본인 확인 및 진술이 필요합니다.
간단한 질문부터 시작하겠습니다.",피싱,피싱,100.0%,O
"여보세요. 고객님, 서울서부지검 이준서 검사입니다.
지금 고객님 이름으로 발송된 고소장이 반송되었고, 이 고소는 허위 금융거래 및 계좌 대여와 관련된 건입니다.
수사팀에서는 고객님이 고의가 아닌 피해자일 가능성을 열어두고 있으며, 진술서 제출 여부에 따라 수사 방향이 바뀔 수 있습니다.
지금 이 통화는 녹취되어 증거 자료로 활용될 수 있으니, 성실하게 진술해주시길 바랍니다.
진술 절차를 지금 시작하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님. 경찰청 보이스피싱 피해자 보호지원센터입니다.
최근 고객님의 계좌가 보이스피싱 조직의 중간 인출 계좌로 사용된 것으로 신고가 접수되었습니다.
이미 3건의 피해 사례에서 해당 계좌가 공통으로 등장하였고, 이에 따라 강제동결 조치가 검토되고 있습니다.
만약 고객님이 이 계좌를 직접 사용하지 않으셨다면 피해자 등록을 통해 동결 해제가 가능하며, 이를 위해 진술이 필요합니다.
지금부터 안내드리는 절차에 따라 진행 부탁드립니다.",피싱,피싱,100.0%,O
"여보세요. 고객님 맞으신가요?
여기는 대검찰청 사이버범죄수사단입니다.
현재 고객님의 휴대폰 번호로 다수의 불특정 다수에게 보이스피싱 유도 문자가 발송된 사실이 포착되었습니다.
통신사에 확인한 결과, 해당 번호는 현재 고객님 명의로 등록된 것이 맞고, 그렇다면 명의 도용 가능성이 매우 높습니다.
이와 관련해 통신자료제공 동의와 피해자 진술이 필요하며, 지금부터 간단한 본인 확인 절차를 안내드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요. 저는 금융감독원 전자금융거래 이상패턴 분석실 이지윤 팀장입니다.
오늘 오전 11시 26분, 고객님 명의 계좌에서 평소보다 10배 이상 큰 금액의 출금 요청이 있었고, 해당 거래는 외국계 계좌로 향하고 있었습니다.
자동 모니터링 시스템에 따라 거래는 차단되었고, 고객님의 계좌는 현재 위험 거래로 분류된 상태입니다.
지금이라도 본인 여부를 확인하고 보안 강화를 진행하시면 피해를 방지할 수 있습니다.
절차는 간단하니 안내드리겠습니다.",피싱,피싱,100.0%,O
"여보세요, 고객님. 서울동부지검 민사조정실 정하나 수사관입니다.
고객님 성함으로 등록된 대출계약서가 위조된 서류로 확인되어, 해당 금융기관이 고객님을 상대로 소송을 제기한 상태입니다.
계약 당시 사용된 통장 사본, 인감, 인증기록 등이 모두 본인 정보로 되어 있으므로, 지금 명의 도용 여부를 입증하지 않으면 책임을 피할 수 없습니다.
피해자 등록 절차를 위해 본인 확인이 필요하며, 지금부터 진술서 접수를 시작하겠습니다.",피싱,피싱,100.0%,O
"고객님 안녕하세요.
국가정보원 보안상황실입니다.
최근 다크웹에서 고객님의 주민등록번호, 계좌정보, 휴대폰 인증서까지 포함된 파일이 유통 중인 것으로 탐지되었습니다.
이 정보는 보이스피싱 및 해외 불법 도박 사이트 계정 개설에 사용될 가능성이 높습니다.
즉시 정보차단 요청과 계좌 보호 절차를 진행해야 2차 피해를 막을 수 있으므로, 지금부터 본인 인증과 안전계좌 안내를 도와드리겠습니다.",피싱,피싱,100.0%,O
"네 여보세요. 고객님 성함 OOO님 맞으시죠?
여기는 법무부 전자조정센터입니다.
고객님 이름으로 법률상 조정 명령서가 발부되었고, 관련 민사사건이 진행 중입니다.
문제는, 이 조정 대상이 금융사기 피해자 3명으로부터 접수된 것으로, 고객님 계좌가 관련 송금 기록에 포함되어 있다는 점입니다.
본인이 해당 거래를 한 적이 없다면, 진술을 통해 피해자임을 입증하셔야 합니다.
바로 연결 도와드릴게요.",피싱,피싱,100.0%,O
"고객님, 안녕하십니까.
저는 한국금융통신원 위기대응본부 소속 정세민 조사관입니다.
오늘 오후, 고객님의 공인인증서가 해외 서버에서 로그인 시도된 흔적이 확인되었고, 해당 위치는 러시아 IP로 추정됩니다.
이에 따라 고객님의 은행계좌, 카드사, 대출 계정이 모두 위험 등급으로 분류되었습니다.
긴급한 조치를 위해 본인 인증이 필요하며, 절차에 따라 안전계좌를 통해 자산 보호를 지원해드릴 수 있습니다.",피싱,피싱,100.0%,O
"여보세요. 경찰청 디지털금융범죄대응센터입니다.
고객님 성함으로 접수된 피싱 피해 사건과 관련하여, 범인이 사용한 계좌 중 하나가 고객님 명의로 개설된 것이 확인되었습니다.
이 계좌는 지난주 다수의 송금 피해를 발생시킨 범죄에 연루되었고, 현재 동결 조치가 예정되어 있습니다.
고객님이 직접 개설한 계좌가 아닌 경우, 피해자 진술이 반드시 필요하며 조사를 통해 책임을 면하실 수 있습니다.
지금부터 진술서를 작성하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요. 대검찰청 범죄정보분석실입니다.
현재 고객님의 명의가 사용된 다수의 범죄 사건 데이터가 통합 플랫폼 상에서 탐지되었으며, 특히 사기, 통신금융범죄에 집중되어 있습니다.
이 중 일부 사건은 이미 검찰 조사 중이며, 고객님의 협조 여부에 따라 혐의 유무가 갈릴 수 있는 중요한 시점입니다.
협조 진술 및 본인 인증 절차를 통해 즉시 수사대상에서 제외될 수 있도록 도와드리겠습니다.
잠시만 안내드릴게요.",피싱,피싱,100.0%,O
"여보세요 고객님.
저희는 과학기술정보통신부 산하 사이버보안 대응반입니다.
최근 고객님 명의로 온라인 불법 포털 가입 시도가 3건 이상 탐지되었으며, 관련 기록은 경찰청에도 공유된 상태입니다.
특히 본인의 주민등록번호가 무단 유출되어, 통신사 회선 및 계좌가 다수 개설된 정황이 있습니다.
지금이라도 피해 사실을 공식적으로 접수하지 않으면 책임에서 자유로울 수 없습니다.
지금부터 안내드리겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님.
저는 서울지검 강력범죄수사과 박은석 검사입니다.
현재 고객님 계좌가 보이스피싱 조직의 상부 송금계좌로 활용된 정황이 구속된 피의자의 진술에서 확인되었습니다.
해당 계좌는 지난달 15일부터 약 1,200만 원 이상이 유입된 것으로 확인되며, 현재 동결 예정입니다.
피해자임을 입증하고 싶으시다면 본인의 의사를 공식적으로 밝히셔야 합니다.
지금부터 간단히 진술서 접수를 시작하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님.
저는 한국소비자보호원 금융분쟁조정실 장하나 조사관입니다.
최근 고객님 명의로 진행된 대출 상품에 대해 다수의 소비자 피해 신고가 접수되어, 계약 무효 절차가 개시되었습니다.
문제는 해당 계약서에 고객님의 전자서명과 계좌정보가 포함되어 있어, 고의 개입 여부를 수사기관에서 조사하고 있다는 점입니다.
피해자 소명을 원하시면 지금부터 진술과 확인 절차를 시작하겠습니다.",피싱,피싱,100.0%,O
"여보세요 고객님. 여기는 서울북부지방경찰청 지능범죄수사대입니다.
현재 고객님 명의의 계좌가 피싱 사기의 환수 계좌로 사용되었고, 해당 거래 내역이 수사 중인 사건 파일에 포함되어 있습니다.
직접 사용하지 않으셨다면 피해자 등록을 위한 진술이 반드시 필요하며, 이를 통해 형사책임에서 벗어날 수 있습니다.
지금부터 본인 확인을 진행하겠습니다.",피싱,피싱,100.0%,O
"안녕하세요 고객님.
저는 대법원 전자소송지원센터 김상민 실장입니다.
현재 고객님 명의로 진행 중인 금융분쟁 사건에 대해 가압류 신청이 접수되었고, 해당 신청서에는 고객님 계좌에 대한 금융감독원의 동결 요청 문서도 포함되어 있습니다.
문제는 이 계좌가 실제로는 고객님이 직접 개설한 것이 아니라 피의자 진술에서 '타인 명의 대여 계좌'로 언급되고 있다는 점입니다.
고객님의 협조 없이는 소명 절차가 불가능하며, 지금부터 본인 확인과 진술서를 동시에 접수하겠습니다.",피싱,피싱,100.0%,O
"여보세요, 고객님. 서울중앙지검 공안수사부입니다.
현재 고객님 명의 계좌가 보이스피싱 범죄 수익의 회수 경로로 사용된 정황이 포착되어 조사가 진행 중입니다.
본인이 직접 개설하지 않았다면 명의 도용 가능성이 크며, 지금 진술을 남기지 않으면 형사절차에 포함될 수 있습니다.
지금부터 본인 확인을 통해 피해자 등록을 진행하겠습니다.",피싱,피싱,100.0%,O
"안녕하십니까, 금융감독원 위험거래분석팀 정호연 팀장입니다.
오늘 오전 고객님의 계좌에서 다수의 분산 송금 거래가 발생하여 이상 거래로 분류되었습니다.
이러한 거래는 보이스피싱 조직의 자금세탁 수법과 매우 유사하며, 현재 계좌에 대한 검찰 통보 절차가 진행되고 있습니다.
본인 여부를 신속히 확인하지 않으면 계좌가 자동 동결될 수 있으니 지금부터 안내드리겠습니다.",피싱,피싱,100.0%,O
